text,indices
"pełni PBG SA. Obie dotyczą realizacji zadania związanego z Projektem LMG – Ośrodek Centralny, strefy","{'entities': [(6, 12, 'company')]}"
W dniu 16 kwietnia 2009 roku Zarząd Spółki PBG SA zawarł jako Lider Konsorcjum umowy,"{'entities': [(43, 49, 'company')]}"
"W dniu 28 kwietnia 2009 roku, Zarząd PBG SA zawarł umowę zastawu na akcjach spółki zaleŜnej","{'entities': [(37, 43, 'company')]}"
"Spółki z Grupy Kapitałowej PBG, bezpośrednio zaleŜne od Spółki Dominującej PBG SA.","{'entities': [(75, 81, 'company')]}"
powstałych po zamianie dokonanej w dniu 31 lipca 2009 roku 260.000 akcji imiennych spółki PBG SA,"{'entities': [(90, 96, 'company')]}"
Przed dokonaniem zamiany w/w akcji z 14.295.000 akcji stanowiących kapitał zakładowy spółki PBG SA,"{'entities': [(92, 98, 'company')]}"
Tym samym spełniony został warunek wprowadzenia i dopuszczenia do obrotu akcji serii G Spółki PBG SA i,"{'entities': [(94, 100, 'company')]}"
"Zarząd Jednostki Dominującej PBG SA z uwagi na tajemnicę handlową, ujawnił informacje wymagane","{'entities': [(29, 35, 'company')]}"
"W ramach wyŜej wymienionego programu, dnia 12 grudnia 2007 roku PBG SA wyemitowało pierwszą","{'entities': [(64, 70, 'company')]}"
"W okresie 6-ciu miesięcy 2009 r. ENERGOMONTAŻ-PÓŁNOC SA zawarła znaczące umowy, których","{'entities': [(33, 55, 'company')]}"
"są ENERGOMONTAŻ-PÓŁNOC SA oraz „Energop"" Sp. z o.o.,","{'entities': [(3, 25, 'company')]}"
W dniu 8 maja 2009 r. ENERGOMONTAŻ-PÓŁNOC SA i KARRENA Sp. z o.o. z siedzibą w Gliwicach,"{'entities': [(22, 44, 'company')]}"
W dniu 26 lutego 2009 r. ENERGOMONTAŻ-PÓŁNOC SA zawarła umowę z Copernicus Securities S.A. na,"{'entities': [(25, 47, 'company')]}"
W wyniku przeprowadzonej transakcji ENERGOMONTAŻ-PÓŁNOC SA posiada 1.163 udziały o wartości,"{'entities': [(36, 58, 'company')]}"
"Kontynuując, rozpoczęty w 2007 roku proces odkupowania przez ENERGOMONTAŻ-PÓŁNOC SA akcji","{'entities': [(61, 83, 'company')]}"
W efekcie dokonanych transakcji ENERGOMONTAŻ-PÓŁNOC SA zwiększyła udział posiadany w kapitale,"{'entities': [(32, 54, 'company')]}"
Na dzień 30 czerwca 2009 roku stan otrzymanych przez ENERGOMONTAŻ-PÓŁNOC SA od podmiotów,"{'entities': [(53, 75, 'company')]}"
"W I-szym półroczu 2009 roku ENERGOMONTAŻ-PÓŁNOC SA, otrzymała od podmiotów zewnętrznych oraz","{'entities': [(28, 50, 'company')]}"
W 2009 r. ENERGOMONTAŻ-PÓŁNOC SA ma prawo do obniżenia dochodu do opodatkowania o stratę z lat,"{'entities': [(10, 32, 'company')]}"
przedsiębiorstwie Emitenta Członkom Zarządu oraz Rady Nadzorczej ENERGOMONTAŻ-PÓŁNOC SA wyniosła,"{'entities': [(65, 87, 'company')]}"
W dniach 22 ÷ 23 czerwca 2009 r. Rada Nadzorcza ENERGOMONTAŻ-PÓŁNOC SA dokonała wyboru,"{'entities': [(48, 70, 'company')]}"
Towarzystwo Ubezpieczeń EUROPA SA,"{'entities': [(0, 33, 'company')]}"
"ul. Powstańców Śląskich 2-4, której akcje znajdują się w publicznym obrocie na Giełdzie Papierów","{'entities': [(4, 27, 'street_full'), (0, 27, 'street_full')]}"
CAŁKOWITYCH NG2 S.A.,"{'entities': [(12, 20, 'company')]}"
KRAKCHEMIA S.A. z siedzibą w Krakowie ul. Płk. Dąbka 10 powstała w wyniku przekształcenia spółki,"{'entities': [(42, 55, 'street_full')]}"
"30-964 Kraków, ul. Pilotów 6","{'entities': [(15, 28, 'street_full'), (0, 13, 'city_postal')]}"
W dniu 17 lutego 2009 roku ALMA MARKET SA zawiązała dwie spółki zaleŜne:,"{'entities': [(27, 41, 'company')]}"
nieruchomościowymi spółek Grupy ALMA MARKET SA.,"{'entities': [(32, 46, 'company')]}"
"ul. Górnych Wałów 42, 44-100 Gliwice","{'entities': [(4, 20, 'street_full'), (22, 36, 'city_postal')]}"
spółki. Aktualnie siedziba mieści się przy ul. Górnych Wałów 42.,"{'entities': [(47, 63, 'street_full')]}"
"9. Zarząd P.A. Nova SA z siedzibą w Gliwicach przy ul. Górnych Wałów 42, zwołał na","{'entities': [(55, 71, 'street_full')]}"
"Spółki, które odbędzie się w Gliwicach przy ul. Górnych Wałów 42 z następującym","{'entities': [(48, 64, 'street_full')]}"
"ul. Mineralna 7, 02-274 Warszawa","{'entities': [(4, 15, 'street_full'), (17, 32, 'city_postal')]}"
Grupa Kapitałowa Internet Group S.A. („Grupa”; „Grupa Kapitałowa”) składa się z Internet Group S.A.,"{'entities': [(17, 36, 'company'), (80, 99, 'company')]}"
na kapitał lub zastąpiona obligacjami zamiennymi na akcje Internet Group S.A. Po zakończeniu,"{'entities': [(58, 77, 'company')]}"
finansowym Grupy Kapitałowej Internet Group S.A. sporządzonym za okres 12 miesięcy zakończonych,"{'entities': [(29, 48, 'company')]}"
prowadziłaby do utraty wartości firmy. W sprawozdaniu jednostkowym Internet Group S.A.,"{'entities': [(67, 86, 'company')]}"
"Dnia 17 kwietnia 2009 Internet Group S.A. sprzedała 3 037 (nie w tysiącach) udziałów, tj. 100%, w","{'entities': [(22, 41, 'company')]}"
W dniu 25 marca 2008 roku Internet Group S.A. zawarła porozumienie z CR Media Consulting S.A. z,"{'entities': [(26, 45, 'company')]}"
listopada 2008 r. W wyniku zawarcia wyŜej wymienionej umowy Internet Group S.A. posiada,"{'entities': [(60, 79, 'company')]}"
z nowej emisji akcji Internet Group S.A.,"{'entities': [(21, 40, 'company')]}"
"Zadatek, I, II, III, IV, V oraz VI rata zostały zapłacone przez Internet Group S.A.","{'entities': [(64, 83, 'company')]}"
Komisja Nadzoru Finansowego zatwierdziła prospekt emisyjny Internet Group S.A sporządzony w,"{'entities': [(59, 78, 'company')]}"
- do 10.918.666 praw do akcji zwykłych na okaziciela serii G Internet Group S.A. o wartości nominalnej,"{'entities': [(61, 80, 'company')]}"
- do 10.918.666 akcji zwykłych na okaziciela serii G Internet Group S.A. o wartości nominalnej,"{'entities': [(53, 72, 'company')]}"
Zarząd Internet Group S.A. w dniu 19 maja 2009 roku ustalił cenę emisyjną akcji zwykłych na okaziciela,"{'entities': [(7, 26, 'company')]}"
Internet Group S.A sporządzonego w związku z ofertą publiczną akcji serii G oraz zamiarem ubiegania,"{'entities': [(0, 19, 'company')]}"
W dniu 25 sierpnia 2009 roku Zarząd Internet Group S.A. dokonał za pośrednictwem Krajowego,"{'entities': [(36, 55, 'company')]}"
"Niniejszym, Tomasz Czechowicz zamieszkały we Wrocławiu, ul. Bartoszowicka 3, 51-641 Wrocław, na","{'entities': [(60, 75, 'street_full'), (77, 91, 'city_postal')]}"
"powierzchni biurowych przy ul. Kłopotowskiego 22 w Warszawie na potrzeby Macrologic SA. Wartość umowy w okresie jej trwania wyniesie 1 mln euro, to jest około","{'entities': [(31, 48, 'street_full')]}"
"odmiany odnoszą się do Grupy Kapitałowej, w skład której wchodzi POLNORD SA oraz","{'entities': [(65, 75, 'company')]}"
Grupa Kapitałowa POLNORD SA („Grupa”) składa się z jednostki dominującej POLNORD SA,"{'entities': [(17, 27, 'company'), (73, 83, 'company')]}"
"do 14.01.2009 r. 81-321 Gdynia, ul. Podolska 21","{'entities': [(36, 47, 'street_full'), (17, 30, 'city_postal')]}"
"od 15.01.2009 r. 81-310 Gdynia, ul. Śląska 35/37","{'entities': [(36, 48, 'street_full'), (17, 30, 'city_postal')]}"
POLNORD SA jest jednostką dominującą Grupy POLNORD SA.,"{'entities': [(0, 10, 'company'), (43, 53, 'company')]}"
"firmy spółki współkontrolowanej przez POLNORD SA, z Fadesa Prokom Polska Sp. z o.o. na","{'entities': [(38, 48, 'company')]}"
dnia zbycia udziałów przez POLNORD SA.,"{'entities': [(27, 37, 'company')]}"
"b) PROKOM - Projekt Sp. z o.o., w której POLNORD SA posiada 100% w kapitale:","{'entities': [(41, 51, 'company')]}"
Miejscem prowadzenia ksiąg rachunkowych Spółki dominującej jest siedziba POLNORD SA,"{'entities': [(73, 83, 'company')]}"
w Skonsolidowanym sprawozdaniu finansowym Grupy POLNORD SA za 2008 rok w pkt. 27.1,"{'entities': [(48, 58, 'company')]}"
oraz w Sprawozdaniu Zarządu z działalności Grupy kapitałowej POLNORD SA za 2008 r. w pkt.,"{'entities': [(61, 71, 'company')]}"
Kapitałowej POLNORD SA za I półrocze 2009 r. w pkt IV.3 b.,"{'entities': [(12, 22, 'company')]}"
NORDEA BANK POLSKA SA,"{'entities': [(0, 21, 'company')]}"
Ponadto spółka POLNORD SA posiada następujące salda naleŜności długoterminowych z,"{'entities': [(15, 25, 'company')]}"
Ponadto POLNORD SA posiada saldo z tyt. wpłaconych zaliczek na poczet przyszłych dostaw,"{'entities': [(8, 18, 'company')]}"
w kapitale zakładowym POLNORD SA (głosach na WZA).,"{'entities': [(22, 32, 'company')]}"
"współkontrolowany przez POLNORD SA, w którym POLNORD SA posiada 49% udziałów - była","{'entities': [(24, 34, 'company'), (45, 55, 'company')]}"
"Siedzibą podmiotu jest Warszawa, Al. Bohaterów Września 9. PPWK S.A. jest zarejestrowana pod","{'entities': [(33, 57, 'street_full')]}"
"swoją siedzibę w Warszawie przy al. Armii Ludowej 26, 00-609 Warszawa.","{'entities': [(54, 69, 'city_postal')]}"
Siedziba Spółki mieści się we Wronkach przy ul. Mickiewicza 52.,"{'entities': [(44, 62, 'street_full')]}"
"Siedziba Spółki mieści się we Wronkach, przy ul. Mickiewicza 52.","{'entities': [(45, 63, 'street_full')]}"
"Dane adresowe: ul. Unii Europejskiej 18, 96-100 Skierniewice","{'entities': [(19, 39, 'street_full'), (41, 60, 'city_postal')]}"
finansowego LPP SA,"{'entities': [(12, 18, 'company')]}"
w którym kurs Euro ma wpływ na ponoszone przez GK LPP SA koszty. Jest to mianowicie,"{'entities': [(50, 56, 'company')]}"
"Pass 20C, 05-870 Błonie","{'entities': [(10, 23, 'city_postal')]}"
ul .Wiśniowa 11 ul .Wiśniowa 11,"{'entities': [(4, 15, 'street_full'), (20, 31, 'street_full')]}"
21-500 Biała Podlaska 62-052 Komorniki 62-052 Komorniki,"{'entities': [(22, 38, 'city_postal'), (39, 55, 'city_postal')]}"
S.A. a SVENSKA HandelsBanken AB Spółka Akcyjna Oddział w Polsce oraz Handelsbanken Finans AB,"{'entities': [(29, 46, 'company')]}"
To the Supervisory Board and Management Board of ENEA S.A.,"{'entities': [(49, 58, 'company')]}"
"S.A. Capital Group in which ENEA S.A., with registered office in Poznań, ul. Nowowiejskiego 11,","{'entities': [(28, 37, 'company'), (77, 94, 'street_full')]}"
The condensed interim consolidated financial statements of the ENEA S.A. Capital Group for,"{'entities': [(63, 72, 'company')]}"
of the financial and economic position of the ENEA S.A. Capital Group as at 30 June 2009 and,"{'entities': [(46, 55, 'company')]}"
Note 25 in which the Management Board of ENEA S.A. presented information concerning the,"{'entities': [(41, 50, 'company')]}"
"ul. Nowowiejskiego 11, 60-967 Poznań","{'entities': [(4, 21, 'street_full'), (23, 36, 'city_postal')]}"
"Main activities of the ENEA S.A. Capital Group (“Group”, “Capital Group”) are:","{'entities': [(23, 32, 'company')]}"
"18.67 %, European Bank for Reconstruction and Development 2.50%, ENEA S.A. 0.26% (shares acquired under","{'entities': [(65, 74, 'company')]}"
There are no circumstances indicating that the going concern assumption of ENEA S.A. is threatened.,"{'entities': [(75, 84, 'company')]}"
EU) and adopted by the Management Board of ENEA S.A.,"{'entities': [(43, 52, 'company')]}"
"Poznań, ul. Nowowiejskiego 11","{'entities': [(12, 29, 'street_full')]}"
"to increase the share capital by PLN 34,000 thousand. ENEA S.A. acquired 17,200 new shares with the face","{'entities': [(54, 63, 'company')]}"
All new shares in the company’s share capital were assumed by the sole shareholder ENEA S.A. The shares,"{'entities': [(83, 92, 'company')]}"
assumed by the sole shareholder ENEA S.A. The shares were covered with a contribution in kind. The increase,"{'entities': [(32, 41, 'company')]}"
"increase the company’s share capital by PLN 11,000 thousand. ENEA S.A. assumed 5,500 new shares with","{'entities': [(61, 70, 'company')]}"
"w Kleczewie S.A. After the capital increase, ENEA S.A. and Kopalnia Węgla Brunatnego “Konin” hold 50% in","{'entities': [(45, 54, 'company')]}"
the shares of ENEA S.A. free of charge under the program (“program”). Employees eligible to acquire shares are,"{'entities': [(14, 23, 'company')]}"
of ENEA S.A. as at the date of drawing up the financial statements for the financial years ended 31 December,"{'entities': [(3, 12, 'company')]}"
"2007, 31 December 2006 and 31 December 2005 included in the prospectus of ENEA S.A. The value of","{'entities': [(74, 83, 'company')]}"
a declaration of the intention to exchange the equivalent for the right to acquire shares of ENEA S.A. free,"{'entities': [(93, 102, 'company')]}"
"1995, ENEA S.A. made quarterly profit-sharing payments (defined as gross profit less the amount of current","{'entities': [(6, 15, 'company')]}"
2008 ENEA S.A. appealed via the Energy Regulatory Office to the Regional Court in Warsaw - Court of,"{'entities': [(5, 14, 'company')]}"
of Control on 22 May 2009. The Management Board of ENEA S.A. drew up a letter dated 10 June 2009 in,"{'entities': [(51, 60, 'company')]}"
"by the Management Board. As at 31 December 2008, the Management Board of ENEA S.A. examined","{'entities': [(73, 82, 'company')]}"
of drawing up these consolidated financial statements the Management Board of ENEA S.A. decided to,"{'entities': [(78, 87, 'company')]}"
the State Treasury and constituting 67.05% of the share capital of ENEA S.A. in Poznań.,"{'entities': [(67, 76, 'company')]}"
(EU) and by the Management Board of ENEA S.A.,"{'entities': [(36, 45, 'company')]}"
"Reconstruction and Development 2.50%, ENEA S.A. 0.26% (shares acquired under the stabilization option),","{'entities': [(38, 47, 'company')]}"
remaining shareholders 2.09%. The sale of own shares by ENEA S.A. (nominal value of PLN 1; the sale of,"{'entities': [(56, 65, 'company')]}"
Main activities of ENEA S.A. (“ENEA” “Company”) is trade in electricity.,"{'entities': [(19, 28, 'company')]}"
"Financial Reporting Standards IAS 34 Interim Financial Reporting, as approved by the European Union (EUIFRS) and adopted by the Management Board of ENEA S.A.","{'entities': [(148, 157, 'company')]}"
the condensed interim individual financial statements of ENEA S.A. in accordance with EU-IFRS as at,"{'entities': [(57, 66, 'company')]}"
Changes in the ENEA S.A. Capital Group structure in the period covered by these interim financial,"{'entities': [(15, 24, 'company')]}"
statements of the ENEA S.A Group under Distribution.,"{'entities': [(18, 27, 'company')]}"
"- include the costs of sales of distribution services of PLN 1,068 thousand, which were individually presented in the condensed interim consolidated financial statements of the ENEA S.A Group under","{'entities': [(177, 186, 'company')]}"
presented in the condensed interim consolidated financial statements of the ENEA S.A Group under Distribution,"{'entities': [(76, 85, 'company')]}"
financial statements of the ENEA S.A Group under Distribution,"{'entities': [(28, 37, 'company')]}"
"capital of ENEA S.A. in relation to the planned public offering of 103,816,150 C series bearer shares with","{'entities': [(11, 20, 'company')]}"
and Consumer Protection - explaining that ENEA S.A. exercised due diligence required by law to meet,"{'entities': [(42, 51, 'company')]}"
In 2008 ENEA S.A. started negotiations with the receiver in bankruptcy of Elektrim S.A. concerning,"{'entities': [(8, 17, 'company')]}"
the decision making process is in progress and ENEA S.A. is considering other forms of investments.,"{'entities': [(47, 56, 'company')]}"
4. The Authorities of ENEA S.A. ..................................................................................... 38,"{'entities': [(22, 31, 'company')]}"
"As at 30 June 2009, the Capital Group consisted of the dominant entity ENEA S.A. (the ""Company"", or","{'entities': [(71, 80, 'company')]}"
General information regarding ENEA S.A.:,"{'entities': [(30, 39, 'company')]}"
Holdings of ENEA S.A. in the share capital of subsidiaries.,"{'entities': [(12, 21, 'company')]}"
"ul. Wilkońskiego 2, 88-100 Inowrocław","{'entities': [(20, 37, 'city_postal')]}"
"ul. Staszica 6, 63-100 Śrem","{'entities': [(16, 27, 'city_postal')]}"
"- ENEA S.A. subscribed 5,500 shares with a total value of PLN 5,500,000.","{'entities': [(2, 11, 'company')]}"
for a limited liability company developed by the Corporate Affairs Department of ENEA S.A. The Corporate,"{'entities': [(81, 90, 'company')]}"
to 11.5 per cent of the ENEA Capital Group’s net sales revenues. PSE Operator is not an affiliate of ENEA S.A.,"{'entities': [(101, 110, 'company')]}"
"Management Board and Supervisory Board members who are ENEA S.A. employees, and","{'entities': [(55, 64, 'company')]}"
corporate bodies relate solely to the use of company cars for private purposes by Members of the ENEA S.A.’s,"{'entities': [(97, 106, 'company')]}"
The following table lists significant transactions between ENEA S.A. and affiliated entities in the first half of,"{'entities': [(59, 68, 'company')]}"
In the period from 1 January 2009 to 30 June 2009 ENEA S.A. did not extend any loans.,"{'entities': [(50, 59, 'company')]}"
by the achieveing of higher financial revenues from interest payments on cash held by ENEA S.A. and acquired,"{'entities': [(86, 95, 'company')]}"
financial assets held by ENEA S.A. as a result of receiving the proceeds of an issue of new shares.,"{'entities': [(25, 34, 'company')]}"
"in which ENEA S.A. has current accounts, and a declaration on voluntary submission to enforcement.","{'entities': [(9, 18, 'company')]}"
"With respect to electricity sales to customers other than households (A, B and C tariff group sets) ENEA S.A.’s","{'entities': [(100, 109, 'company')]}"
Customer Service in our Group is conducted by ENEA Operator and ENEA S.A. The president of the ERO has,"{'entities': [(64, 73, 'company')]}"
"In connection with electricity market liberalisation and increasing competition in this area, ENEA S.A. is exposed","{'entities': [(94, 103, 'company')]}"
"union organisations operating within ENEA S.A. not being met, ENEA S.A. has entered into a collective dispute","{'entities': [(37, 46, 'company'), (62, 71, 'company')]}"
holding. These legal regulations are subject to frequent changes (which ENEA S.A. and its subsidiaries are not,"{'entities': [(72, 81, 'company')]}"
"together with a power plant (the districts of Gubin and Brody), which will enable ENEA S.A. to control","{'entities': [(82, 91, 'company')]}"
The Company has secured its own funds for implementation of the tasks set out in the ENEA S.A. Investment,"{'entities': [(85, 94, 'company')]}"
Plan for the year 2009 and the ENEA S.A. Investment Directions for the year 2009. This does not alter the fact,"{'entities': [(31, 40, 'company')]}"
"As a result of the issue of Series C shares in the Company, ENEA S.A. raised funds amounting to a net PLN","{'entities': [(60, 69, 'company')]}"
accompanied by holding a majority of the votes in their corporate bodies. In evaluating whether ENEA S.A.,"{'entities': [(96, 105, 'company')]}"
"are transferred, and where ENEA S.A. transferred essentially the entire risk and all benefits of their ownership.","{'entities': [(27, 36, 'company')]}"
"market for a financial instrument is not active (or if the securities are not listed), ENEA S.A. establishes fair","{'entities': [(87, 96, 'company')]}"
"market for the given financial assets is not active (or if the securities are not listed), ENEA S.A. establishes fair","{'entities': [(91, 100, 'company')]}"
ul.Mickiewicza 93,"{'entities': [(3, 17, 'street_full')]}"
65-119 Zielona Góra,"{'entities': [(0, 19, 'city_postal')]}"
"w Warszawie, kod pocztowy 01-224, przy ulicy Marcina Kasprzaka 25. Z dniem 23 września 2005","{'entities': [(45, 65, 'street_full')]}"
Svenska Handelsbanken AB Spółka Akcyjna Oddział w Polsce,"{'entities': [(22, 39, 'company')]}"
"FX Energy Poland sp. z o.o., siedziba: Warszawa 00-613, ul. Chałubińskiego 8","{'entities': [(56, 76, 'street_full')]}"
